ID,Ministry,Department,Agency,Lat,Long,Address
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Kien Kathin Health Promoting Hospital, Ban Chi District, Lopburi Province",14.9661,100.5225,"Moo 11, Ban Chi Subdistrict, Ban Mi District, Lopburi Province 15180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khlong Tan Health Promoting Hospital Tambon Kaset Pattana Samut Sakhon Province,13.6627,100.1649,"Moo 3, Kaset Pattana Subdistrict, Ban Phaeo District, Samutsakorn Province 74120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khok Klang Health Promoting Hospital Tambon Nong Sung Tai Mukdahan,16.39895,104.3813,"Ban Khok Klang, Moo 2, Nong Sung Tai Subdistrict, Nong Sung District, Mukdahan Province 49160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Sao Thongchai Health Promoting Hospital, Sao Thong Chai Subdistrict, Sisaket Province",14.44967,104.6036,"Moo 1, Saothongchai Sub-district, Kantharalak District, Sisaket Province 33110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Wai Neam Health Promoting Hospital Wai Neaw Subdistrict Kanchanaburi,13.90478,99.76291,"Moo 4, Wai Niao Subdistrict, Tamaka District, Kanchanaburi Province 71120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Ron Thong Health Promoting Hospital, Ron Thong Subdistrict, Buriram Province",15.18112,103.2181,"Moo 1, Ronthong Sub-district, Satuek District, Buriram Province 31150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Khong Kha Subdistrict Health Promoting Hospital, Kuhaa Subdistrict, Nakhon Si Thammarat Province",8.228271,99.3227,"166 Moo 5, Kuara Subdistrict, Thung Yai District, Nakhon Si Thammarat Province 80240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Prue Yai Sub-District Health Promoting Hospital, Nong Phrong Subdistrict, Prachinburi Province",13.79528,101.5469,"Moo 8, Nong Prong Subdistrict, Si Maha Phot District, Prachinburi Province 25140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ruam Thai Phatthana Subdistrict Health Promoting Hospital 6, Ruam Thai Phatthana Subdistrict, Tak Province",16.45191,98.79806,"Moo 9, Ruamthai Pattana Subdistrict, Phop Phra District, Tak 63130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Huai Chan Sub-District Health Promoting Hospital, Khok Tum District, Lopburi Province",14.87588,100.8499,"Moo 7, Khok Tum Subdistrict, Mueang Lopburi District, Lopburi Province 15210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Rai Health Promoting Hospital Phanthai Norasing Subdistrict Samut Sakhon Province,13.57957,100.3625,"1/3 Moo 5 Phantainorasing Subdistrict Mueang Samut Sakhon District, Samut Sakhon Province 74000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Nong Saeng Yai Health Promoting Hospital Nong Saeng Yai Subdistrict Ubon Ratchathani Province,15.31883,105.3689,"Moo 1, Nong Saeng Yai Subdistrict, Khong Chiam District, Ubon Ratchathani Province 34220"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Lam Sin Subdistrict Health Promoting Hospital, Lam Sin Subdistrict, Phatthalung Province",7.533066,99.93732,"Moo 3, Lam Sin Subdistrict, Srinakarin District, Phatthalung Province 93000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nong Pan Health Promoting Hospital, Phue Yai Subdistrict, Sisaket Province",15.20665,104.1078,"Moo 3, Phue Yai Sub-district, Srisuwan District, Sisaket Province 33120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Sawai Sub District Health Promoting Hospital, Mueang Phai District, Buriram Province",14.98078,103.2663,"Moo 12, Mueang Phai Subdistrict, Krasang District, Buriram Province 31160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Makham Chang Subdistrict Health Promoting Hospital, Na Phan Sam Subdistrict, Phetchaburi Province",13.05177,100.0548,"Moo 5, Na Phan Sam Subdistrict, Mueang Phetchaburi District, Phetchaburi Province 76000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Khok Krathin Sub-District Health Promoting Hospital, Chian Khao District, Nakhon Si Thammarat Province",8.185591,100.0835,"Moo 3, Chian Khao Subdistrict, Chalerm Phra Kiat District Nakhon Si Thammarat Province 80190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Khlong Chua Health Promoting Hospital Thung Mahacharoen Subdistrict Sa Kaeo Province,13.4455,102.0009,"Moo 2, Thung Mahacharoen Subdistrict, Wang Nam Yen District, Sa Kaeo Province 27210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Non Du Health Promoting Hospital Sang Nok Tha District Amnat Charoen Province,15.85596,104.7584,"Moo 5, Sang Nok Tha Sub-district, Mueang Amnat Charoen District, Amnat Charoen Province 37000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital, Ban Lai Thung Subdistrict, Lai Thung Sub-district, Ubon Ratchathani Province",15.59233,104.9783,"Moo 1, Lua Thung Subdistrict, Trakan Phuet Phon District Ubon Ratchathani 34130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Hang Maeo Health Promoting Hospital, Khun Song Subdistrict, Chanthaburi Province",13.04616,101.9351,"Moo 4, Khun Song Subdistrict, Kaeng Hang Maew District, Chanthaburi Province 22160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Khao Khiri Sub-District Health Promoting Hospital, Khao Khiri Sub-district, Kamphaeng Phet Province",16.60577,99.64773,"Moo 1, Khao Kiris Subdistrict, Pran Kratai District, Kamphaeng Phet Province 62110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Hat Khai Tao Health Promoting Hospital, Na Pa Khong Subdistrict, Phatthalung Province",7.435967,100.2332,"Moo 11, Napa Khor Subdistrict, Bang Kaeo District, Phatthalung Province 93140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Khilek Health Promoting Hospital, Khi Lek Subdistrict, Roi Et Province",15.63334,103.4723,"Moo 1, Khilek Subdistrict, Pathum Rat District, Roi Et Province 45190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Huai Chan Health Promoting Hospital Huay Chan Subdistrict Sisaket Province,14.52939,104.3664,"Moo 4, Huai Chan Subdistrict, Khun Han District, Sisaket Province 33150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nong Karago Health Promoting Hospital, Khan Dong Subdistrict, Buriram Province",15.26257,103.1234,"Moo 7, Khaen Dong Subdistrict, Khan Dong District, Buriram Province 31150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Yang Chum Health Promoting Hospital, Klat Luang Subdistrict, Phetchaburi Province",12.78318,99.68098,"Moo 6, Klad Luang Subdistrict, Tha Yang District, Phetchaburi Province 76130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Trok Khae Health Promoting Hospital, Khon Haad Subdistrict, Nakhon Si Thammarat Province",7.875654,100.0246,"217 Moo 4, Khon Haad Subdistrict, Cha-Uat District, Nakhon Si Thammarat Province 80180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Nong Bua Thong Health Promoting Hospital Kaeng Hang Maew Subdistrict Chanthaburi,12.93484,101.9052,"Moo 5, Kaeng Hang Maeo Subdistrict, Kaeng Hang Maew District, Chanthaburi Province 22160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Lao Ya Subdistrict Health Promoting Hospital, Khamp Son Subdistrict, Phetchabun Province",16.76983,101.0303,"Moo 13, Camp Son Subdistrict, Khao Kho District, Phetchabun Province 67280"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Ko Rak Sai Subdistrict Health Promoting Hospital, Petchchompoo Subdistrict, Kamphaeng Phet Province",16.60328,99.39012,"Moo 2, Petchchompoo Subdistrict, Kosamphi Nakhon District, Kamphaeng Phet Province 62000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Bang Chana Health Promoting Hospital Mueang Suratthani District Surat Thani Province Agency code 09149,9.176914,99.31757,"13/1 Moo 2, Bang Chana Subdistrict, Mueang Surat Thani District Suratthani 84000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Mon Khiri Health Promoting Hospital Old town district Sukhothai,16.96472,99.69415,"Mueang Kao-Khiri Mat Road, Moo 6, Mueang Kao Subdistrict, Mueang Sukhothai District, Sukhothai Province 64210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Thung Yae Health Promoting Hospital Pho Sadet Subdistrict Nakhon Si Thammarat Province,8.411037,99.93387,"16 Moo 6, Pho Sadet Subdistrict, Mueang Nakhon Si Thammarat District Nakhon Si Thammarat 80000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Pak Nakhon Health Promoting Hospital, Tha Rai Subdistrict, Nakhon Si Thammarat Province",8.468977,100.0614,"Moo 4, Tha Rai Subdistrict, Mueang Nakhon Si Thammarat District Nakhon Si Thammarat 80000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Pang Mayao Health Promoting Hospital, Ping Khong Subdistrict, Chiang Mai Province",19.43231,99.07627,"Moo 4, Ping Khong Subdistrict, Chiang Dao District, Chiang Mai Province 50170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital, Ban Dai E Puek, Tai Thung Subdistrict, Phichit Province",16.0844,100.5827,"Moo 9, Tai Thung Subdistrict, Thap Khlo District, Phichit Province 66150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Mae Daet Noi Sub-District Health Promoting Hospital, Mae Daet District, Chiang Mai Province",18.96183,98.41752,"Moo 4, Mae Daet Subdistrict, Galyani Vadhana District, Chiang Mai Province 58130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Yang Daeng Health Promoting Hospital Khu Yai Mi District Chachoengsao Province,13.66345,101.5052,"85/1 Moo 6, Khu Yai Mi Subdistrict, Sanam Chai Khet District, Chachoengsao Province 24160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Doi Tao Health Promoting Hospital, Doi Tao Subdistrict, Chiang Mai Province",17.89135,98.73558,"Moo 3, Doi Tao Subdistrict, Doi Tao District, Chiang Mai Province 50260"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tha Phutsa Health Promoting Hospital, Kosampee Subdistrict, Kamphaeng Phet Province",16.62019,99.25555,"Moo 9, Kosampee Subdistrict, Kosamphi Nakhon District, Kamphaeng Phet Province 62000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nam Phrae Health Promoting Hospital, Nam Phrae Subdistrict, Chiang Mai Province",18.68657,98.89199,"Moo 4, Nam Phrae Subdistrict, Hang Dong District, Chiang Mai 50230"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nong Luang Subdistrict Health Promoting Hospital, Nong Luang Subdistrict, Kamphaeng Phet Province",16.63247,99.81315,"Moo 5, Nong Luang Subdistrict, Lan Krabue District, Kamphaeng Phet Province 62170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nong Muang Subdistrict Health Promoting Hospital, Thamenchai District, Buriram Province",15.05616,102.9802,"Moo 4, Thamenchai Sub-district, Lam Plai Mat District, Buriram Province 31130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Phlappla Sub-District Health Promoting Hospital, Phlappla Sub-district, Roi Et Province",16.13238,103.7944,"Moo 1, Plubpla Sub-district, Chiang Kwan District, Roi Et Province 45170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Non Samakkhi Subdistrict Health Promoting Hospital, Chiang Si Subdistrict, Sakon Nakhon Province",17.1467,104.3485,"112 Moo 6, Chiang Si Subdistrict, Phon Na Kaew District, Sakon Nakhon Province 47230"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Nong Phak Bueng Health Promoting Hospital, Klang Dong Subdistrict, Sukhothai Province",17.36452,99.54334,"Klang Dong-Nong Phak Bueng Road, Moo 5, Klang Dong Subdistrict, Thung Saliam District, Sukhothai 64150"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Na Hee Health Promoting Hospital Bokwan Camp District Nong Khai Province,17.77823,102.8076,"150 Moo 1, Bok Wan Camp Subdistrict, Mueang Nong Khai District, Nong Khai Province 43100"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Mai Chambon Health Promoting Hospital, Ton Thong Chai Subdistrict, Lampang Province",18.41981,99.49722,"Moo 9, Ton Thongchai Subdistrict, Mueang Lampang District, Lampang Province 52000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Noen Ban Noen Sub-District Health Promoting Hospital, Nakhon Si Thammarat Province",8.215149,100.2005,"Moo 6, Ban Noen Sub-district, Chian Yai District, Nakhon Si Thammarat Province 80190"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Kut Phueng Sub District Health Promoting Hospital, Kut Phueng Subdistrict, Nong Bua Lam Phu Province",17.56915,102.3129,"Moo 1, Kut Phueng Subdistrict, Suwan Kuha District, Nong Bua Lam Phu Province, 39270"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Chanthai Health Promoting Hospital, Warin Subdistrict, Ubon Ratchathani Province",15.40416,105.2615,"Moo 7, Warin Subdistrict, Si Mueang Mai District Ubon Ratchathani 34250"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Manao Wan Health Promoting Hospital, Chang Klang Subdistrict, Nakhon Si Thammarat Province",8.34518,99.62171,"357 Moo 17, Chang Klang Subdistrict, Chang Klang District, Nakhon Si Thammarat Province 80250"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tha Ta Si Subdistrict Health Promoting Hospital, Ta Lang Nai Subdistrict, Sa Kaeo Province",13.55829,102.0477,"Moo 3, Ta Lang Nai Subdistrict, Wang Nam Yen District, Sa Kaeo Province 27210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Kut Dok Kham Health Promoting Hospital Pho Sri Samran Subdistrict Udon Thani Province,16.97732,102.8361,"Moo 4, Pho Srisamran Subdistrict, Non Sa-at District, Udon Thani Province 41240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Wang Luk Chang Sub-District Health Promoting Hospital, Sam Ngam District, Phichit Province",16.48864,100.2181,"Luk Chang Wang - Sam Ngam Moo 8, Sam Ngam Subdistrict, Sam Ngam District, Phichit Province 66140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tha Lum Phu Sub District Health Promoting Hospital, Bung Kaeo Sub-district, Udon Thani Province",16.98661,103.0085,"Moo 10, Bung Kaew Subdistrict, Nonsaat District, Udon Thani Province 41240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Lat Krating Health Promoting Hospital Sanam Chai Khet District Chachoengsao Province Agency Code 02276,13.53254,101.4965,"121 Moo 6, Lat Krating Subdistrict, Sanam Chai Khet District, Chachoengsao Province 24160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Tha Pong Health Promoting Hospital, Ban Mae Subdistrict, Chiang Mai Province",18.63895,98.81953,"Moo 3, Ban Mae Subdistrict, San Pa Tong District, Chiang Mai Province 50120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Pho En Health Promoting Hospital Thepnimit Subdistrict Kamphaeng Phet Province,16.21328,99.89338,"Moo 4, Thepnimit Sub-district, Bueng Samakkhi District, Kamphaeng Phet Province 62210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khang Nga Health Promoting Hospital Mueang Chan Subdistrict Sisaket Province,15.16605,104.0703,"Moo 10, Mueang Chan Subdistrict Mueang Chan District, Sisaket Province 33120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital, Wang Tabaek Sub-district, Wang Tabaek District, Kamphaeng Phet Province",16.70484,99.66118,"Moo 1, Wang Tabaek Subdistrict, Phran Kratai District, Kamphaeng Phet Province 62110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Yang Che Sub District Health Promoting Hospital, Khilek District, Roi Et Province",15.90783,103.8116,"Moo 7, Khee Lek Subdistrict, At Samart District, Roi Et Province 45160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Bang Sala Subdistrict Health Promoting Hospital, Bang Sala Subdistrict, Nakhon Si Thammarat Province",8.246485,100.2005,"Moo 6, Bang Sala Subdistrict, Pak Phanang District, Nakhon Si Thammarat Province 80140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Pak Sa Health Promoting Hospital Chom Prathad Subdistrict Ratchaburi,13.41209,99.84966,"Moo 7, Chom Pratad Sub-District, Wat Phleng District, Ratchaburi Province 70170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Don Ku Health Promoting Hospital, Pang Ku Subdistrict, Nong Bua Lam Phu Province",16.98605,102.616,"Moo 1, Pang Ku Subdistrict, Non Sang District, Nong Bua Lam Phu Province, 39140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Trakan Subdistrict Health Promoting Hospital, Trakan Subdistrict, Ubon Ratchathani Province",15.47272,105.0335,"Moo 1, Trakan Subdistrict, Trakan Phuet Phon District Ubon Ratchathani 34130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Wang Hin Health Promoting Hospital, Thung Sang Subdistrict, Nakhon Si Thammarat Province",8.389496,99.33138,"255 Moo 4, Thung Sang Subdistrict, Thung Yai District, Nakhon Si Thammarat Province 80240"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Muang Ngai Health Promoting Hospital, Muang Ngai Subdistrict, Chiang Mai Province",19.4623,98.96523,"Moo 2, Mueang Ngai Subdistrict, Chiang Dao District, Chiang Mai Province 50170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Thammarat Nai Health Promoting Hospital Klong Takera Subdistrict Chachoengsao Province,13.3417,101.608,"123 Moo 6, Klong Takera Subdistrict, Tha Takieb District, Chachoengsao Province 24160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Rong Wua Daeng Health Promoting Hospital Tambon Rong Wua Daeng Chiang Mai Province,18.74102,99.17076,"Moo 3, Rong Wua Daeng Subdistrict, San Kamphaeng District, Chiang Mai Province 50130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Na Muang Thai Health Promoting Hospital, Nam Som Subdistrict, Udon Thani Province",17.74289,102.0836,"Moo 7, Nam Som Subdistrict, Nam Som District, Udon Thani Province 41210"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Na Kien Subdistrict Health Promoting Hospital, Na Kien Subdistrict, Chiang Mai Province",17.82421,98.13346,"Moo 3, Nakian Subdistrict, Omkoi District, Chiang Mai Province 50310"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tubtim Siam 06 Health Promoting Hospital, Ban Na Ja Ria, Prue Yai Subdistrict, Sisaket Province",14.5503,104.2646,"Moo 13, Prue Yai Subdistrict, Khukhan District, Sisaket Province 33140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Song Ta Lae Subdistrict Health Promoting Hospital, Bo Tham Subdistrict, Kamphaeng Phet Province",15.93639,99.65651,"Moo 12, Bo Tham Subdistrict, Khanu Woralaksaburi District, Kamphaeng Phet Province 62140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Khao Chet Luk Health Promoting Hospital Khao Chet Son District Phichit Province,16.26728,100.5271,"Moo 1, Khao Chet Luk Subdistrict, Thap Khlo District, Phichit Province 66230"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Khok Phet Subdistrict Health Promoting Hospital, Khok Phet Sub-district, Sisaket Province",14.79235,104.1561,"Moo 1, Khok Phet Subdistrict, Khukhan District, Sisaket Province 33140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Non Sanam Health Promoting Hospital, Mueang Phai Subdistrict, Roi Et Province",16.0175,103.9831,"Moo 8, Mueang Prai Subdistrict, Selaphum District, Roi Et Province 45120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Na Mai Health Promoting Hospital Lat Lum Kaeo District Pathumthani Province Agency code 01123,14.09813,100.342,"Moo 11, Na Mai Subdistrict, Lat Lum Kaeo District, Pathum Thani Province 12140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital at Ban Nong Klang Dan, Krap Yai Subdistrict, Ratchaburi Province",13.90115,99.89139,"Moo 5, Krab Yai Subdistrict, Ban Pong District, Ratchaburi Province 70110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Non Koon Health Promoting Hospital, Ban Kham Subdistrict, Nong Bua Lam Phu Province",17.11797,102.4601,"Moo 3, Ban Kham Subdistrict, Mueang Nong Bua Lam Phu District Nong Bua Lam Phu Province 39000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Na Krachaeng Health Promoting Hospital, Na Krachaeng Subdistrict, Ubon Ratchathani Province",14.88377,104.9369,"Moo 1, Nakasang Subdistrict, Det Udom District, Ubon Ratchathani Province 34160"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Hua Naklang Health Promoting Hospital, Ban Than Subdistrict, Khon Kaen Province",15.94737,102.6314,"Moo 3, Ban Than Subdistrict, Rural District, Khon Kaen Province 40180"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Sai Yai Subdistrict Health Promoting Hospital, Tham Yai Subdistrict, Nakhon Si Thammarat Province",8.187912,99.7206,"105/2 Moo 7, Tham Yai Subdistrict, Thung Song District, Nakhon Si Thammarat Province 80110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Non Somboon Sub-District Health Promoting Hospital, Huai Sam Phat Sub-district, Udon Thani Province",17.25537,102.9324,"Moo 3, Huai Sam Phad Subdistrict, Prajak Sillapakhom District, Udon Thani Province 41110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Koh Kaew Health Promoting Hospital Klong Krachang Subdistrict Phetchabun Province,15.39384,101.1059,"Moo 6, Klong Krachang Subdistrict, Si Thep District, Phetchabun Province 67170"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Krang Thong Health Promoting Hospital, Thung Thong Subdistrict, Kanchanaburi Province",14.0077,99.66413,"Moo 1, Thung Thong Subdistrict, Tha Muang District, Kanchanaburi 71110"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Non Din Daeng Health Promoting Hospital Tambon Non Din Daeng Buriram Province,14.29056,102.7323,"125 Moo 7, Non Din Daeng Subdistrict, Non Din Daeng District, Buriram 31260"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Nong Khwai E Noi Health Promoting Hospital Muang Thung Subdistrict Roi Et Province,15.60021,103.8603,"Moo 1, Mueang Thung Subdistrict, Suvarnabhumi District, Roi Et Province 45130"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital at Ban Nong Bua Ban Subdistrict, Nong Bua District, Sakon Nakhon Province",17.15311,103.8145,"Moo 3, Nong Bua Sub-district, Nikom Nam Un District, Sakon Nakhon Province 47270"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Khlong Loi Sub-District Health Promoting Hospital, Ron Thong Subdistrict, Prachuap Khiri Khan Province",11.29054,99.37865,"Moo 8, Ron Thong Subdistrict, Bang Saphan District, Prachuap Khiri Khan Province 77230"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Hat Samran Sub-District Health Promoting Hospital, Khlong Takot Subdistrict, Ratchaburi Province",13.66586,99.84107,"Moo 11, Khlong Takot Subdistrict, Photharam District, Ratchaburi Province 70120"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Phanawan Health Promoting Hospital, Dong Sawan Subdistrict, Nong Bua Lam Phu Province",17.4283,102.2134,"Moo 2, Kudin Jee Subdistrict, Naklang District, Nong Bua Lam Phu Province, 39350"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Tambon Ban Nam Kham Daeng Health Promoting Hospital, Toei Subdistrict, Ubon Ratchathani Province",15.53187,104.8282,"Moo 5, Toei Subdistrict, Muang Sam Sip District, Ubon Ratchathani Province 34140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Huai Prik Health Promoting Hospital, Huai Prik Subdistrict, Nakhon Si Thammarat Province",8.579727,99.46419,"140 Moo 6, Huai Prik Subdistrict, Chawang District, Nakhon Si Thammarat Province 80260"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Health Promoting Hospital at Ban Khao Nang Bovat, Sarika Subdistrict, Nakhon Nayok Province",14.23204,101.2938,"Moo 5, Sarika Sub-district, Mueang Nakhon Nayok District, Nakhon Nayok Province 26000"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health","Ban Takhian Bangkae Subdistrict Health Promoting Hospital, Si Saat Subdistrict, Si Saket Province",14.75803,104.1004,"Moo 8, Kanthararom Sub-district, Khukhan District, Sisaket Province 33140"
8.90E+12,Ministry of Public Health,"Office of the Permanent Secretary, Ministry of Public Health",Ban Bang Sakae Health Promoting Hospital Bang Kien Subdistrict Suphanburi,14.22252,100.1203,"Moo 3, Bang Takian Subdistrict, Song Phi Nong District, Suphanburi 72110"
